NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1wrkfulldad,W1wrkfullmum,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DAGEYCH,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW,W8PUSA
NS13538G,11845.6,39,1,1,2,0,1,2,1,4,-98,1,0,0,1,1,0,4,1,2,1,1,3,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,1,2,1,1442.31,370
NS15316C,-91,37,10,1,2,1,1,2,1,20,1,3,0,1,1,0,0,2,0,4,8,1,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,18,1,0,-1,1,1,1,2,2,1,423.08,380
NS10114S,-92,38,1,1,2,0,1,2,1,2,-98,1,0,0,2,0,0,5,1,-94,1,1,2,2,1,1,3,2,2,-1,1,2,2,2,9,4,4,2,14,1,1,-1,2,1,1,2,2,2,446.15,380
NS20872H,-91,32,5,2,2,0,1,4,1,-94,3,-98,0,0,1,0,0,-98,1,8,1,4,3,2,1,1,1,7,2,3,2,2,1,2,9,4,4,1,9,-1,10,1,2,1,1,2,4,3,216,390
NS19975P,15879.24,33,1,1,2,1,1,2,1,3,1,1,0,1,1,0,0,2,0,5,1,3,1,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,8,-1,0,1,2,2,1,1,4,3,-1,400
NS23779A,11252.8,23,1,1,1,1,1,2,1,16,1,2,0,1,1,1,0,3,0,7,1,3,1,1,1,1,2,1,2,2,2,2,1,2,9,4,4,1,11,-1,9,0,2,9,2,2,4,2,-1,400
NS23012K,4467.84,27,2,1,2,1,1,2,1,20,1,2,0,0,2,0,0,2,0,4,1,4,2,2,1,2,2,0,2,1,1,2,2,2,9,4,4,2,7,-1,3,0,1,2,1,1,2,2,-1,400
NS23164M,4024.8,39,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,2,4,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,10,1,1,-1,1,2,1,1,4,3,-1,400
NS20598X,-91,33,10,2,2,0,1,4,2,20,-98,3,0,0,1,0,0,6,1,8,5,2,2,2,2,2,3,1,2,1,2,2,2,2,9,4,4,2,14,-1,-1,0,2,4,2,2,4,-1,-1,400
NS23158X,-91,23,10,1,2,3,1,2,1,16,1,3,0,1,2,0,0,2,0,5,1,3,3,2,1,2,3,0,2,1,2,2,2,2,9,4,4,1,13,-1,0,0,1,9,2,2,4,2,-1,400
NS17965D,-91,-96,10,2,2,1,1,4,2,20,3,3,0,1,1,0,0,2,0,-99,5,2,4,-96,-96,-96,1,0,2,1,2,2,1,2,9,4,4,2,10,-1,0,0,2,9,2,2,4,3,-1,400
NS19096K,-91,28,10,1,2,0,1,2,1,20,3,3,0,0,1,1,0,2,0,8,1,3,4,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,-1,11,2,1,9,2,2,3,4,-1,400
NS23813D,-91,26,5,2,1,1,1,2,2,20,3,3,0,1,1,2,0,2,0,8,4,1,5,2,2,2,3,1,2,3,2,2,2,2,9,4,4,1,9,0,0,1,1,9,2,2,4,5,-1,400
NS21834C,-92,37,1,2,2,0,1,4,1,9,1,1,0,0,1,1,0,2,0,4,1,3,3,2,1,1,3,0,2,-1,1,2,2,2,1,4,4,2,15,-1,0,0,1,9,2,2,4,1,-1,400
NS22426X,-92,41,2,1,2,3,1,2,1,6,-98,2,0,2,3,0,0,1,1,2,2,2,4,2,1,1,3,1,2,2,1,2,2,2,9,4,4,2,17,1,0,-1,1,5,2,1,4,2,-1,400
NS14895Y,5474.56,28,10,1,1,2,1,2,1,16,1,3,0,2,1,0,0,2,0,5,1,1,5,2,1,1,3,0,2,1,1,2,2,2,4,1,2,2,15,0,4,-1,1,1,1,1,4,4,221.25,400
NS13584A,-1,37,2,1,2,1,1,2,1,11,1,2,0,0,2,0,0,2,0,5,1,2,5,2,2,1,3,0,2,1,1,1,-91,-91,1,4,4,2,13,1,4,-1,1,1,1,2,4,2,250,400
NS20882C,10260,30,1,1,2,1,1,2,1,16,1,1,0,0,3,0,0,2,0,4,1,-1,3,2,1,1,3,0,2,2,1,2,2,2,9,4,4,2,11,-1,0,-1,1,1,1,2,2,2,251.96,400
NS18147V,30000,21,1,1,2,0,1,2,1,2,1,1,0,0,1,1,0,2,0,2,1,3,1,2,2,1,3,6,2,4,1,2,2,1,9,4,4,2,9,-1,10,-1,1,1,1,2,2,2,261.2,400
NS15251Y,2717,33,2,1,1,0,1,2,1,9,1,2,0,0,1,1,0,2,0,5,1,2,5,2,1,2,3,2,2,3,1,2,2,2,9,4,4,2,16,-1,0,8,2,1,1,2,2,2,300.23,400
NS13234W,12480,41,1,1,1,0,1,2,1,15,1,1,0,0,2,0,0,3,0,7,1,2,5,2,1,2,2,1,2,1,1,2,1,2,3,4,1,2,10,-1,1,-1,1,1,1,2,4,1,307.85,400
NS17980M,-91,32,10,1,1,1,1,2,1,15,1,3,0,1,1,0,0,3,0,7,1,2,3,2,-1,-92,3,0,2,1,2,2,2,2,9,4,4,2,13,0,0,2,2,1,1,2,2,1,310.39,400
NS17712Y,11351.6,28,1,1,2,0,1,2,1,-98,1,-98,0,0,1,1,0,-98,1,7,1,3,1,2,-92,1,3,5,-92,4,1,2,2,2,9,4,4,2,14,-1,4,-1,2,1,1,2,4,2,315.01,400
NS12636L,-92,36,2,1,2,1,1,1,1,20,1,2,0,1,1,0,0,2,0,2,1,1,4,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,7,-1,0,-1,2,1,1,1,4,2,343.75,400
NS10544K,19143.8,23,1,1,2,1,1,2,1,-98,1,-98,0,1,1,0,0,-98,1,2,1,2,0,1,1,1,2,1,2,2,1,2,2,2,3,4,1,2,12,-1,8,1,2,1,1,1,4,3,346.15,400
NS17996N,11544,31,1,1,2,1,1,1,1,7,2,1,0,1,1,0,0,2,0,2,1,1,3,2,2,2,1,0,2,1,1,2,2,2,9,4,4,2,14,0,0,-1,1,1,1,2,4,2,346.42,400
NS20071P,-1,23,2,1,2,1,1,4,1,9,-98,2,0,1,1,0,0,4,1,2,1,4,1,1,1,1,2,2,1,1,1,2,2,2,9,4,4,2,14,0,0,-1,1,1,1,2,2,3,346.42,400
NS12804E,-91,41,10,1,2,1,1,4,2,16,-98,3,1,0,1,1,0,4,1,3,1,2,3,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,13,1,0,-1,1,1,1,1,4,2,365.38,400
NS23868G,4539.6,38,2,1,2,0,1,4,1,14,3,2,0,0,1,0,0,2,0,6,1,2,3,2,1,2,3,0,2,1,1,2,1,2,9,4,4,2,8,-1,0,-8,1,1,1,2,2,1,376.92,400
NS14969W,14695.2,29,1,1,1,1,1,2,1,9,1,1,0,1,1,1,0,2,0,3,1,3,0,1,1,1,3,1,2,4,1,2,2,2,9,4,4,2,6,0,0,-1,1,1,1,2,4,2,380,400
NS16711B,4680,24,2,1,2,1,1,2,1,15,1,2,0,0,2,0,0,2,0,2,1,3,-91,2,-92,1,3,4,2,3,2,1,-91,-91,1,4,4,2,14,1,4,-1,1,2,1,2,4,4,400,400
NS16309G,19500,36,1,1,2,1,1,1,1,11,1,1,0,1,1,0,0,3,0,2,1,2,1,2,1,1,3,6,2,4,1,2,1,2,3,4,1,2,10,0,1,-1,1,5,2,2,2,1,412.62,400
NS13523G,11154,35,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,1,1,3,2,2,-1,2,2,0,2,2,1,2,2,1,9,4,4,2,12,0,4,0,2,1,1,1,2,1,475.75,400
NS24417V,-1,35,1,1,1,1,1,2,1,19,1,3,0,1,1,0,0,3,0,3,1,1,1,2,2,1,3,10,2,3,1,1,-91,-91,2,4,4,2,15,-1,1,1,1,1,1,1,2,2,528.85,400
NS21005C,-92,24,2,1,2,3,1,2,1,15,1,2,0,3,1,1,0,2,0,-99,1,-1,-91,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,7,0,0,1,1,1,1,1,4,2,279,403
NS24756D,20779.2,28,1,1,1,0,1,2,1,15,1,2,0,0,1,0,0,2,0,7,1,4,-91,2,1,1,3,3,2,3,1,2,1,2,9,4,4,2,11,-1,1,-1,2,1,1,2,2,1,378,430
NS18807G,6042.4,33,2,1,1,3,1,5,1,16,3,2,0,3,1,0,0,2,0,6,1,2,2,2,1,2,3,2,1,2,2,2,2,2,9,4,4,2,11,-1,1,-1,1,4,2,2,6,2,-1,450
NS18660M,-91,20,10,1,2,1,1,2,1,8,2,3,0,1,1,1,0,2,0,7,8,2,3,2,2,1,3,2,-1,2,2,2,2,2,9,4,4,2,7,-1,12,-1,2,8,2,1,7,3,-1,450
NS17306Z,4979.52,31,2,2,2,0,1,4,2,20,-98,2,0,0,1,1,0,5,1,6,1,4,2,1,1,-1,3,1,2,2,1,2,2,2,9,4,4,2,9,-1,0,0,1,1,1,2,4,4,139.25,450
NS10790H,-1,28,2,1,2,1,1,2,1,2,1,2,0,0,2,1,0,3,0,5,1,2,2,2,2,1,3,7,2,3,1,2,2,2,9,4,4,2,12,0,5,-1,1,1,1,2,7,4,204.85,450
NS13178B,-1,44,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,3,1,1,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,16,0,3,-1,1,1,1,2,7,2,339.49,450
NS18852Z,8320,35,2,1,1,0,1,4,1,20,2,2,0,0,1,1,0,2,0,2,1,2,1,2,1,2,3,3,2,1,2,2,2,2,9,4,4,1,15,-1,0,5,1,1,1,1,4,2,398,450
NS23978D,9815.52,38,1,1,1,0,1,3,1,15,1,1,0,0,1,0,0,2,0,6,1,3,3,2,1,2,3,0,2,2,1,1,-91,-91,2,4,4,2,10,-1,0,-1,1,1,1,2,4,2,423.08,450
NS14695T,5720,27,2,1,2,0,1,2,1,20,1,2,0,0,1,0,0,2,0,4,1,3,2,1,1,2,3,0,2,1,1,2,2,2,9,4,4,2,13,0,2,-1,1,1,1,2,5,1,430.25,450
NS19861N,2714.4,40,2,1,2,2,1,2,1,15,1,2,0,1,2,1,0,2,0,6,1,3,2,2,2,2,3,1,2,2,2,2,2,2,9,4,4,2,12,0,0,0,1,1,1,1,2,3,484.99,450
NS11541C,-91,9,10,1,2,0,1,5,2,20,2,3,0,0,1,1,0,3,0,6,1,2,2,2,2,2,3,0,2,1,1,2,1,2,9,4,4,2,8,-1,4,1,1,1,1,2,4,1,113.25,453
NS24794E,2964,33,2,2,1,1,1,2,1,15,1,2,0,1,1,1,0,2,0,7,1,2,5,2,1,1,3,2,2,4,1,2,2,1,9,4,4,2,10,0,0,0,2,1,1,2,2,2,306.7,470
NS23549M,-1,26,1,1,2,0,1,5,1,-99,-98,-99,0,0,4,1,0,3,0,-99,1,4,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,4,4,2,1,1,2,3,1,117.5,480
NS19317L,26955.24,34,1,1,2,1,1,2,1,4,1,2,0,1,1,0,0,2,0,1,1,3,3,2,2,1,3,0,2,1,1,2,2,1,3,4,1,2,13,-1,4,1,2,1,1,1,2,2,704.16,480
NS23076G,13642.2,35,1,1,2,0,1,2,1,5,1,1,0,0,1,0,0,2,0,6,1,1,0,2,2,2,3,0,2,1,1,2,2,1,9,4,4,2,11,-1,0,0,1,2,1,1,2,2,-1,500
NS21578D,-1,36,3,1,2,0,1,2,1,9,1,1,0,0,1,1,0,2,0,3,1,4,-91,2,1,1,3,1,2,1,1,2,2,2,9,4,4,2,11,0,0,8,1,2,1,2,2,3,-1,500
NS11981P,6936.8,33,2,1,2,0,1,2,1,16,1,2,0,0,1,1,0,2,0,2,1,2,1,2,1,2,3,3,2,3,2,2,2,2,9,4,4,1,11,0,0,1,1,1,1,2,4,2,103.93,500
NS18012D,-91,29,10,1,2,2,1,4,1,16,1,3,0,2,1,0,0,3,0,-99,1,3,3,-1,1,2,3,1,2,2,1,2,1,1,9,4,4,2,11,0,2,2,1,1,1,2,4,2,108.55,500
NS17314R,-91,44,6,1,2,2,1,8,1,9,1,3,0,2,1,0,0,2,0,-91,1,2,4,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,11,1,0,0,1,1,1,2,3,2,120.09,500
NS24127H,-92,40,2,2,2,0,1,5,2,20,1,2,0,0,2,0,0,2,0,-99,1,2,1,2,1,2,2,1,2,1,1,2,2,2,9,4,4,2,11,-1,0,1,1,1,1,2,4,2,168,500
NS10465Y,11154,12,1,1,2,1,1,3,1,8,-98,1,0,1,1,1,0,7,1,2,1,4,-91,2,1,2,3,1,2,2,1,2,2,2,9,4,4,-94,12,-1,0,1,1,9,2,2,4,1,184.76,500
NS12338G,6893.64,34,2,1,2,1,1,2,1,20,1,2,0,1,1,0,0,2,0,2,1,2,1,2,1,1,3,5,2,3,1,2,2,2,9,4,4,2,11,-1,4,4,2,1,1,1,4,3,283,500
NS18518W,-92,38,2,1,2,1,1,1,1,15,1,2,0,0,2,0,0,2,0,4,1,3,3,2,2,1,3,4,2,3,1,2,2,2,9,4,4,2,14,0,1,-1,1,1,1,2,2,1,346.42,500
NS19934K,14256,48,1,1,2,0,1,2,1,3,1,1,0,0,1,1,0,2,0,2,1,1,5,2,2,2,2,4,2,3,2,1,-91,-91,1,4,4,2,17,1,8,-1,2,1,1,1,2,3,357.97,500
NS25126C,-1,37,1,1,2,0,1,2,1,14,1,1,0,0,1,0,0,2,0,1,1,2,3,1,1,1,3,3,2,2,1,2,1,2,9,4,4,2,18,0,6,-1,1,1,1,2,4,2,392.61,500
NS10761A,-91,23,10,1,2,1,1,2,1,15,1,3,0,1,1,0,0,2,0,5,1,2,4,2,1,1,3,5,2,3,1,2,2,2,4,4,2,2,15,0,0,-1,1,1,1,1,4,1,415.7,500
NS24361J,-91,29,10,1,2,1,1,2,1,20,1,3,0,0,2,1,0,2,0,4,4,3,5,2,2,1,3,0,2,1,2,2,2,2,9,4,4,2,16,-1,0,0,2,1,1,2,3,2,442.31,500
NS24565S,20277.6,33,1,1,2,0,1,2,1,4,-98,1,0,0,1,0,0,4,1,2,1,1,4,2,1,2,3,0,1,2,1,2,2,2,9,4,4,2,14,-1,0,-1,1,1,1,1,4,2,461.54,500
NS22713F,-1,41,4,1,2,2,1,6,1,16,1,2,0,2,1,0,0,2,0,4,1,2,4,2,2,2,3,0,2,2,2,1,-91,-91,2,4,4,2,9,0,0,0,1,1,1,2,2,2,512.62,500
NS22678B,3411.2,37,2,1,2,2,1,2,1,15,1,2,0,2,1,0,0,3,0,2,1,2,4,2,1,2,3,1,2,2,1,2,2,2,9,4,4,2,11,-1,0,0,2,9,2,2,4,2,-1,511
NS24368R,4258.8,41,2,1,1,1,1,2,1,15,1,2,0,1,1,0,0,2,0,1,1,2,2,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,17,-1,6,-1,1,1,1,2,4,3,321.02,520
NS14386T,13200,37,1,1,2,1,1,1,1,5,1,1,0,0,2,1,0,2,0,7,1,2,-91,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,10,0,0,2,2,1,1,1,4,3,461.89,535
NS10769J,4160,31,2,1,2,1,1,1,1,15,1,2,0,1,1,0,0,2,0,1,1,2,2,2,1,1,3,6,2,3,1,2,1,2,9,4,4,2,4,0,4,-1,1,1,1,2,3,3,380.77,550
NS25553R,7000,40,2,1,2,1,1,2,1,15,1,2,0,0,2,0,0,2,0,4,1,2,4,2,1,1,3,0,2,-1,1,2,2,2,9,4,4,2,4,-1,0,-1,2,1,1,2,2,2,413,550
NS12610Q,7566,34,1,1,1,1,1,2,1,19,1,1,0,0,2,0,0,2,0,5,1,3,1,-92,1,2,3,1,2,2,1,2,2,2,9,4,4,2,5,0,0,4,2,1,1,1,4,2,500,550
NS11683K,5616,30,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,2,2,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,5,0,5,1,1,1,1,2,4,2,140.42,570
NS15039N,27000,34,1,1,2,0,1,2,1,5,1,1,0,0,2,0,0,2,0,2,1,1,2,2,1,2,3,6,2,3,1,1,-91,-91,1,4,4,2,13,1,1,5,1,1,1,2,2,2,383,570
NS22487Q,10073.44,36,2,1,2,1,1,5,1,8,-98,2,0,0,2,1,0,5,1,2,1,1,5,2,1,1,3,5,2,4,1,2,2,2,9,4,4,2,13,-1,3,-1,1,1,1,2,7,1,345,572
NS16620S,-91,37,5,1,1,1,1,-1,2,20,3,3,0,1,2,0,0,2,0,8,4,1,5,2,2,2,3,0,1,2,2,2,2,2,6,2,4,2,16,1,0,0,2,4,2,2,4,3,-1,580
NS17663V,15000,36,1,1,2,2,1,4,1,15,3,1,0,1,2,1,0,2,0,2,5,1,2,2,2,2,3,7,2,3,1,2,2,2,3,4,1,2,10,0,-1,0,2,10,2,2,2,2,-1,600
NS23687Q,14924,37,1,1,2,1,1,2,1,6,1,1,0,1,1,0,0,2,0,5,1,2,2,1,1,2,3,1,2,1,1,2,1,1,3,4,1,2,4,0,0,1,1,4,2,1,4,2,-1,600
NS12045R,10800,40,2,1,1,1,1,1,1,5,-98,2,0,0,2,0,0,4,1,2,1,3,1,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,16,-1,0,-1,1,1,1,2,3,2,295,600
NS12831K,-99,41,-99,-99,-99,-99,1,2,2,-99,-98,2,0,1,2,0,0,5,1,-99,3,2,2,2,2,2,-99,0,1,1,2,1,-91,-91,1,4,4,2,11,1,0,-1,2,1,1,2,2,2,300.23,600
NS15876F,9500,37,3,1,2,1,1,2,1,8,1,1,0,1,2,0,0,2,0,4,1,1,2,2,2,2,3,0,2,2,1,2,2,2,9,4,4,2,13,0,0,-1,2,1,1,2,4,2,307.69,600
NS24790A,9375.6,34,2,1,2,0,1,2,1,20,1,2,0,0,1,0,0,2,0,7,1,2,4,2,2,2,3,0,2,2,2,1,-91,-91,1,4,4,2,15,-1,0,-1,1,1,1,1,2,2,400,600
NS25895D,10759.84,34,2,1,2,0,1,2,1,4,1,2,0,0,2,0,0,2,0,4,1,-1,3,2,1,2,3,2,2,2,1,1,-91,-91,1,4,4,2,16,-1,0,-1,1,1,1,2,4,2,484.99,600
NS17866C,9000,41,2,1,2,1,1,2,1,15,1,2,0,0,2,0,0,2,0,4,1,4,3,2,1,1,3,5,2,3,1,2,2,1,9,4,4,2,8,0,3,-1,1,1,1,1,2,2,582.69,600
NS25924S,6131.84,24,2,1,1,0,1,2,1,16,-98,2,0,0,1,0,0,5,1,7,1,2,3,2,-1,1,3,12,2,4,1,2,1,2,3,4,1,2,11,-1,12,-1,1,1,1,2,5,4,587.99,600
NS22463X,9562.28,38,1,1,2,2,1,2,1,16,1,1,0,1,2,0,0,2,0,5,1,1,3,1,1,1,3,6,2,3,1,2,2,2,9,4,4,2,11,0,0,-1,1,1,1,1,4,1,596.15,600
NS17080S,-91,46,10,1,1,0,1,2,1,2,1,3,0,0,1,1,1,2,0,1,1,3,5,2,2,2,3,0,2,1,2,2,2,2,9,4,4,2,13,1,0,1,2,1,1,1,2,1,767.31,600
NS16017S,16296.28,44,1,1,2,1,1,2,1,3,1,1,0,1,1,1,0,2,0,5,1,1,5,2,-1,1,3,7,2,3,1,1,-91,-91,1,4,4,2,13,1,0,2,2,1,1,1,2,2,1057.69,600
NS16237L,-1,37,3,1,2,1,1,2,1,15,1,1,0,1,1,1,0,2,0,2,1,4,4,2,2,2,3,0,2,2,1,2,2,2,9,4,4,2,9,-1,8,0,1,1,1,2,4,1,76.92,604
NS20609Z,4000,15,4,1,1,1,1,2,1,15,1,2,0,1,1,0,0,2,0,4,1,4,3,1,1,1,3,0,2,1,1,2,2,2,9,4,4,2,7,0,1,2,1,1,1,1,5,2,374.83,628
NS24848N,-92,24,1,1,1,2,1,1,1,20,1,3,0,2,1,1,0,2,0,6,5,4,1,1,2,1,3,6,1,4,1,2,2,2,9,4,4,2,16,-1,3,4,2,9,2,2,1,2,-1,630
NS19780Z,2988.96,15,2,1,1,2,1,2,1,15,3,2,0,1,2,0,0,2,0,6,1,2,2,-1,1,2,3,11,2,4,1,2,2,2,9,4,4,2,14,-1,9,1,1,9,2,2,4,3,-1,650
NS21144G,-1,20,1,1,2,1,1,8,1,16,1,1,0,1,1,0,0,2,0,2,1,1,-91,2,1,2,1,1,1,2,1,2,2,2,9,4,4,1,11,0,0,5,2,2,1,1,4,1,-1,650
NS23473M,-91,38,10,1,2,2,1,4,1,20,1,3,0,1,3,0,0,3,0,-99,1,3,4,2,2,2,3,1,2,2,1,2,1,2,3,4,1,2,12,-1,12,0,1,1,1,2,4,3,109.25,650
NS12033V,-999,23,3,1,2,2,1,2,1,15,1,1,0,2,1,1,0,2,0,4,1,3,1,1,1,1,3,0,2,1,1,2,2,2,9,4,4,2,10,0,5,-1,1,1,1,2,7,5,184.76,650
NS22540G,8533.2,45,1,1,2,1,1,2,1,20,2,1,0,1,1,2,0,2,0,6,3,2,-91,2,2,2,3,0,2,1,1,2,1,2,9,4,4,2,16,-1,0,1,2,1,1,1,2,2,375,650
NS25163C,1131.52,37,2,2,2,3,1,5,2,16,-98,2,0,2,2,0,0,5,1,7,1,1,-91,2,1,2,3,-92,2,1,1,2,2,2,9,4,4,2,8,-1,6,0,1,1,1,1,4,2,311.78,656
NS21552H,2640,23,2,1,2,1,1,2,1,13,1,2,0,1,2,1,0,2,0,5,1,3,5,2,1,1,3,0,2,1,2,2,2,2,9,4,4,2,9,-1,0,1,1,1,1,1,4,5,384.76,675
NS20546X,27331.2,38,1,1,1,0,1,1,1,4,1,2,0,1,1,1,0,2,0,3,1,4,1,2,1,1,3,0,2,1,1,2,1,2,9,4,4,1,12,1,-1,0,2,9,2,2,2,2,-1,700
NS15695P,15080,42,3,1,2,2,1,2,1,20,1,3,0,2,1,0,0,2,0,4,4,1,5,2,2,1,3,0,2,1,1,2,1,2,3,4,1,2,8,1,0,-1,2,4,2,1,5,3,-1,700
NS14801S,-3,37,2,1,1,1,1,4,2,15,-98,2,0,1,1,0,0,5,1,7,2,2,1,1,1,2,2,0,2,1,1,2,1,2,9,4,4,2,14,-1,2,1,1,4,2,1,4,2,-1,700
NS16899T,-91,38,11,2,2,1,1,2,2,-98,-98,-98,0,0,2,1,0,-98,0,-99,2,1,3,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,2,1,1,1,1,2,4,2,144,700
NS21477A,5743.92,31,2,1,2,2,1,2,1,20,1,2,0,1,2,0,0,2,0,-99,1,3,3,2,1,1,3,2,2,3,1,2,2,2,9,4,4,1,6,-1,7,-1,2,1,1,2,4,4,346.42,700
NS19110Z,-92,40,1,1,2,1,1,-1,1,13,1,1,0,0,2,1,0,2,0,2,1,1,5,2,-1,2,3,2,2,3,1,1,-91,-91,1,4,4,2,11,1,0,-1,1,1,1,2,4,3,373.44,700
NS22544L,-92,33,2,1,2,2,1,2,1,2,1,2,0,1,2,0,0,2,0,1,1,3,2,2,1,2,1,7,2,4,1,2,2,2,9,4,4,2,11,-1,0,-1,2,1,1,1,2,1,375,700
NS14017B,22100,43,1,1,2,1,1,2,1,2,-98,1,0,1,1,0,0,5,1,2,1,1,5,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,16,1,0,-1,1,1,1,1,2,1,384.62,700
NS11917J,-1,34,4,1,2,1,1,2,1,15,1,2,0,1,1,1,0,2,0,4,1,3,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,17,0,1,2,1,1,1,1,4,2,384.62,700
NS23400X,-91,33,9,1,1,1,1,5,1,2,-98,3,0,1,1,0,0,5,1,2,2,4,2,2,2,1,3,0,1,1,1,1,-91,-91,1,4,4,2,4,0,0,-1,2,1,1,1,2,1,500,700
NS16901L,28000,42,1,1,2,1,1,2,1,2,1,1,0,0,2,0,0,2,0,2,1,1,5,2,2,1,3,0,2,2,2,2,2,2,9,4,4,2,13,1,3,-1,1,1,1,2,7,2,703.93,700
NS15393F,-91,37,10,2,2,3,1,4,2,20,-98,3,0,2,2,0,0,6,1,7,1,2,1,1,2,2,3,1,2,2,2,2,2,2,9,4,4,2,13,0,1,2,1,1,1,1,4,2,750,700
NS12325J,8073,23,2,1,2,1,1,2,1,14,1,2,0,1,1,0,0,2,0,6,1,4,2,1,1,-1,1,7,2,4,1,1,-91,-91,2,4,4,1,11,-1,8,3,2,1,1,2,2,1,230.95,736
NS18722N,-91,35,10,1,1,0,1,4,1,15,1,3,0,0,1,1,0,2,0,4,1,1,3,2,2,1,3,2,2,3,1,2,2,2,9,4,4,2,12,0,0,5,2,4,2,2,4,3,-1,750
NS15968Q,-91,36,10,1,2,0,1,5,1,2,3,3,0,0,1,1,0,2,0,5,1,-1,3,2,1,1,3,9,2,3,2,2,2,2,9,4,4,2,11,0,3,-1,1,1,1,1,4,2,243.5,750
NS25890Y,-91,41,10,1,2,2,1,1,1,15,1,3,1,1,2,0,0,2,0,7,3,2,3,2,2,2,3,0,2,1,2,2,1,2,9,4,4,2,12,-1,0,-1,2,1,1,1,2,1,336.54,750
NS14677G,16640,36,1,1,2,0,1,2,1,15,1,1,0,0,1,1,0,2,0,-94,1,2,2,2,1,1,3,5,2,2,2,2,1,2,9,4,4,2,12,0,0,-1,1,1,1,2,2,1,500,750
NS14086M,-91,40,10,1,2,2,1,2,1,20,1,3,0,2,1,0,0,3,0,5,1,3,2,2,2,2,3,0,2,2,1,2,1,2,9,4,4,2,12,-1,0,-1,1,1,1,1,2,1,800,750
NS22543K,27000,27,1,1,2,0,1,2,1,6,-98,1,0,0,1,1,0,5,1,6,1,2,5,2,1,-1,3,10,2,4,2,1,-91,-91,1,4,4,2,12,1,2,-1,1,1,1,2,4,2,266.05,768
NS11690B,30000,38,1,1,2,1,1,2,1,7,1,1,0,1,1,0,0,2,0,4,2,1,5,2,2,2,3,4,2,2,2,1,-91,-91,1,4,4,2,12,1,0,-1,1,5,2,2,4,2,-1,800
NS22376S,-1,20,2,1,2,2,1,2,1,20,1,2,0,2,1,0,0,3,0,3,1,4,0,1,2,1,3,0,2,2,1,2,2,2,9,4,4,2,14,0,8,3,1,2,1,1,2,3,-1,800
NS10792K,-91,42,10,1,2,1,1,1,1,15,1,3,0,1,1,2,0,2,0,6,3,2,4,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,14,-1,6,-1,2,4,2,2,2,3,-1,800
NS22867K,-91,29,5,2,1,6,1,2,2,20,3,3,2,3,2,0,0,2,0,8,5,-1,5,2,2,2,3,1,-1,1,2,2,1,2,3,4,1,2,14,-1,0,2,2,9,2,2,5,3,-1,800
NS21801Q,-91,25,10,2,2,1,1,2,1,2,3,1,0,1,1,1,0,2,0,7,1,2,2,2,1,1,3,0,2,1,1,2,2,1,9,4,4,2,10,0,0,0,1,2,1,1,2,1,-1,800
NS20917Y,-91,27,10,2,2,1,1,1,1,2,-98,3,0,0,2,0,0,5,1,8,1,3,3,2,1,2,3,0,2,1,2,2,2,2,9,4,4,2,14,0,0,-1,1,2,1,1,5,2,-1,800
NS21901S,-91,38,10,1,2,3,1,2,2,6,1,3,1,2,1,1,0,2,0,2,1,1,4,2,1,2,3,4,2,2,1,2,2,2,9,4,4,2,15,1,2,-1,1,2,1,2,4,1,-1,800
