NSID,W1GrssyrMP,W1yschat1,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1wrkfulldad,W1wrkfullmum,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,W1IndSchool,W1marstatmum,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W2ghq12scr,W2disc1YP,W2depressYP,W6JobYP,W6UnivYP,W6EducYP,W6Apprent1YP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W8DDEGP,W8DGHQSC,W8DAGEYCH,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8QMAFI,W8GROW,W8PUSA
NS19723K,5408,34,2,1,2,2,1,1,1,4,-98,2,0,1,3,0,0,6,1,3,1,2,4,1,1,1,3,3,2,3,1,2,2,2,9,4,4,2,12,-1,0,-1,4,1,1,2,4,2,269.23,1500
NS20242L,6809.4,40,2,1,2,0,1,2,1,15,1,2,0,0,2,0,0,2,0,2,1,2,4,2,1,2,1,0,2,1,1,2,2,2,9,4,4,2,13,-1,0,-1,1,1,1,1,5,1,270,1500
NS11002P,-1,31,1,1,2,1,1,2,1,12,1,1,0,1,1,1,0,2,0,2,8,1,2,2,2,2,3,1,2,1,1,2,1,2,9,4,4,2,15,1,0,-1,1,1,1,2,4,2,270,1500
NS15714J,22672,34,2,1,2,1,1,2,1,5,1,2,0,1,1,0,0,2,0,2,1,1,2,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,15,1,3,3,1,1,1,2,4,3,271.36,1500
NS10287K,15607.8,33,2,1,2,2,1,2,1,5,1,2,0,1,2,0,0,2,0,2,1,2,3,2,2,2,3,9,2,3,1,2,2,2,9,4,4,2,11,0,4,-1,1,1,1,2,4,3,271.59,1500
NS14686A,48000,40,1,1,2,2,1,2,1,20,1,2,0,1,2,0,0,2,0,1,1,1,3,2,1,1,3,4,2,4,1,1,-91,-91,1,4,4,2,15,1,8,-1,1,1,1,2,2,2,274.6,1500
NS18265J,3744,42,2,1,2,0,1,6,2,20,-98,2,0,0,1,0,0,4,1,7,1,2,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,14,1,0,0,1,1,1,2,2,2,288.68,1500
NS22870X,19000,32,1,1,2,1,1,2,1,3,1,1,0,0,2,0,0,2,0,2,1,2,-91,1,1,1,3,0,2,1,1,2,2,2,9,4,4,2,9,0,0,-1,1,1,1,2,2,1,314.78,1500
NS20831D,15600,40,1,1,2,-99,1,2,1,-99,1,1,0,1,1,0,0,2,0,-99,1,1,5,2,2,2,-99,4,2,2,1,2,2,1,1,4,4,2,12,-1,1,-1,1,1,1,2,4,2,326.92,1500
NS11929F,-1,34,3,1,2,0,1,1,1,13,2,1,0,0,2,1,0,2,0,4,2,1,4,2,1,1,2,-92,2,4,1,1,-91,-91,1,4,4,2,12,0,2,-1,1,1,1,2,2,2,328.64,1500
NS19074T,12996,32,1,1,2,1,1,2,1,15,1,1,0,1,1,0,0,2,0,2,1,1,3,2,-1,2,3,0,2,2,2,1,-91,-91,1,4,4,2,17,1,0,-1,1,1,1,1,4,2,336.72,1500
NS12729X,9191,38,2,1,2,0,1,2,1,8,1,2,0,0,2,0,0,2,0,1,1,2,3,2,2,1,3,1,2,2,2,1,-91,-91,1,4,4,2,12,0,2,-1,1,1,1,2,4,2,342.49,1500
NS16665B,8000,37,4,1,2,1,1,2,1,5,1,2,0,1,1,0,0,2,0,1,1,3,1,2,-1,1,3,0,-1,1,2,2,1,2,9,4,4,1,9,-1,8,-1,2,1,1,1,7,2,346.15,1500
NS24665V,-1,37,1,1,2,-995,1,2,1,11,1,3,0,1,1,0,0,2,0,6,4,1,2,2,2,1,-94,3,1,4,1,2,2,2,3,4,1,2,13,-1,1,-1,2,1,1,1,2,2,346.15,1500
NS22784T,8424,25,2,1,2,0,1,6,1,15,-98,2,0,0,1,0,0,1,1,3,2,4,-91,1,1,1,3,1,1,1,1,2,2,2,7,4,4,2,5,-1,0,-1,1,1,1,2,4,2,346.42,1500
NS13415M,-1,38,3,1,2,0,1,2,1,7,1,1,0,0,1,1,0,3,0,4,1,2,2,2,1,1,3,3,2,3,1,2,2,2,9,4,4,2,8,0,1,-1,1,1,1,2,4,2,353.35,1500
NS12677Q,7035.6,30,2,1,2,2,1,6,1,14,1,2,0,2,1,0,0,2,0,4,2,2,3,2,1,1,3,0,-1,1,2,2,2,2,9,4,4,2,18,1,0,-1,1,5,2,1,2,1,355.2,1500
NS16689V,15430.48,43,1,1,2,0,1,2,2,15,-98,1,0,0,1,0,0,4,1,2,1,1,3,2,1,2,3,0,2,2,1,1,-91,-91,1,4,4,2,9,0,0,-1,2,1,1,1,2,2,360,1500
NS22859S,24000,38,1,1,2,1,1,2,1,2,-98,1,0,0,2,0,0,5,1,2,1,1,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,13,-1,4,-1,1,1,1,2,2,1,365.38,1500
NS18725R,10308.48,26,2,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,1,1,3,2,-92,1,1,3,1,2,-1,1,2,2,2,9,4,4,2,6,-1,1,3,2,1,1,2,2,2,378.75,1500
NS21595P,30000,32,1,1,2,2,1,2,1,2,1,1,0,0,1,1,0,2,0,2,1,1,2,1,1,2,3,0,2,2,1,2,1,2,3,4,1,2,15,1,0,-1,1,1,1,1,2,2,381.06,1500
NS12370B,28000,43,1,1,1,0,1,2,1,1,-98,1,0,0,1,0,0,5,1,2,1,1,1,2,1,2,3,0,2,1,1,2,1,2,3,4,1,2,6,-1,0,0,1,1,1,2,4,2,385.22,1500
NS22180B,-91,36,10,1,2,0,1,4,1,14,-98,3,0,0,1,1,0,5,1,7,1,3,2,2,1,1,3,6,2,4,2,2,2,2,9,4,4,2,11,0,2,-1,2,1,1,2,2,1,394.62,1500
NS24394W,-1,43,2,1,2,0,1,2,1,9,-98,2,0,0,1,1,0,5,1,3,2,1,1,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,0,1,2,1,1,2,2,2,404.16,1500
NS11080T,-99,42,-99,-99,-99,-99,1,-1,1,-99,3,3,0,0,3,0,0,2,0,5,4,2,2,2,2,1,-99,3,2,3,1,2,2,2,9,4,4,2,12,0,2,-1,2,1,1,2,5,1,405,1500
NS13990Z,8002.8,36,2,1,2,1,1,2,1,3,1,2,0,0,2,0,0,2,0,7,1,1,4,2,2,2,3,4,2,2,1,2,2,2,9,4,4,2,13,1,2,-1,2,1,1,2,4,2,413.46,1500
NS12653X,-1,37,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,1,2,2,2,1,2,0,2,1,2,1,-91,-91,1,4,4,2,16,-1,0,-1,1,1,1,2,2,1,426.92,1500
NS22017V,21606,42,2,1,2,0,1,2,1,2,1,2,0,0,1,0,0,2,0,1,1,1,3,2,2,2,3,5,2,4,1,2,1,2,4,4,2,2,8,0,2,-1,2,1,1,2,1,1,450,1500
NS12539M,15600,24,1,1,2,0,1,2,1,7,1,1,0,0,1,1,0,3,0,2,1,3,1,2,1,2,3,5,2,1,1,2,1,2,9,4,4,2,9,-1,2,2,1,1,1,1,4,2,450,1500
NS12452R,-92,30,2,1,2,1,1,2,1,20,1,2,0,1,1,0,0,2,0,4,1,3,1,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,11,-1,0,-1,1,1,1,2,4,1,454,1500
NS16005W,-1,39,2,1,2,0,1,2,1,5,1,2,0,0,1,1,0,2,0,2,1,2,3,2,2,2,3,0,2,1,2,1,-91,-91,1,4,4,2,8,1,5,-1,1,1,1,1,4,2,457.04,1500
NS17063G,-91,-99,9,1,1,1,1,4,1,20,3,3,0,0,2,1,0,2,0,-94,5,-99,-99,-99,-99,-99,3,0,2,1,1,2,2,2,9,4,4,2,14,-1,4,0,2,1,1,2,5,1,461.54,1500
NS10504G,3692,37,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,2,1,1,2,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,2,12,1,1,-1,1,1,1,1,2,1,461.62,1500
NS18022Y,17992,34,1,2,2,0,1,5,2,15,-98,1,0,0,1,1,0,5,1,2,2,3,3,1,1,1,3,5,2,4,2,2,2,2,6,2,4,1,11,-1,9,-1,1,1,1,1,5,2,461.89,1500
NS16421P,2860,39,2,1,2,1,1,2,1,15,1,2,0,1,1,0,0,2,0,1,1,1,3,2,2,2,3,0,2,2,1,2,2,2,9,4,4,2,16,0,2,-1,2,1,1,2,2,1,461.89,1500
NS20802W,2688.4,28,2,1,2,1,1,2,1,15,1,2,0,0,2,0,0,2,0,7,1,2,2,1,1,1,3,0,2,1,1,2,2,2,9,4,4,2,12,-1,0,-1,1,1,1,2,2,1,461.89,1500
NS20203J,-92,40,1,1,2,1,1,1,1,-98,1,-98,0,1,1,1,0,-98,1,2,1,1,3,2,2,2,3,1,2,2,1,1,-91,-91,1,4,4,2,17,1,3,-1,1,1,1,2,4,2,462.08,1500
NS22580K,8580,36,1,1,2,1,1,2,1,16,1,1,0,0,2,1,0,2,0,2,1,1,3,1,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,0,0,-1,1,1,1,1,2,2,466.51,1500
NS22578Z,6370,36,2,2,2,2,1,4,1,16,2,2,0,2,1,0,0,2,0,7,1,3,3,2,2,2,3,4,2,3,1,1,-91,-91,2,4,4,2,10,0,2,-1,1,1,1,2,4,2,493.3,1500
NS18382X,9504,39,2,1,2,1,1,2,1,7,1,2,0,1,1,0,0,2,0,1,1,1,3,2,2,1,3,0,2,2,1,1,-91,-91,1,4,4,2,6,-1,5,-1,1,1,1,2,4,1,495.84,1500
NS19024W,9600,36,1,1,2,0,1,1,1,15,-98,1,0,0,1,0,0,4,1,-99,1,3,3,2,2,2,3,3,2,4,1,2,2,2,9,4,4,2,13,-1,2,-1,1,1,1,2,5,2,500,1500
NS17892G,-1,39,1,1,2,1,1,2,1,4,1,1,0,1,2,0,0,2,0,1,1,1,5,2,1,1,3,0,2,1,2,2,2,2,9,4,4,2,15,1,0,-1,1,1,1,1,2,1,500,1500
NS14089Q,-1,38,2,1,2,1,1,2,1,15,1,2,0,0,2,0,0,2,0,1,1,2,3,2,1,1,3,0,2,1,2,1,-91,-91,1,4,4,2,14,-1,0,-1,1,1,1,2,4,2,505,1500
NS16358D,-91,32,10,1,2,4,1,4,1,15,2,3,1,1,3,1,0,2,0,6,1,-1,0,2,2,1,3,8,2,3,1,2,1,2,3,4,1,2,12,-1,0,-1,1,1,1,2,4,2,519.23,1500
NS24671K,20748,45,1,1,2,2,1,2,1,20,1,3,0,2,1,0,0,2,0,5,5,1,2,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,11,1,0,-1,2,1,1,2,5,1,519.63,1500
NS13864S,-1,24,1,1,2,0,1,2,1,5,1,1,0,0,2,0,0,2,0,2,1,2,3,2,1,1,3,0,2,2,2,1,-91,-91,1,4,4,2,15,1,1,-1,1,1,1,1,7,1,531.18,1500
NS20973L,22800,32,1,1,1,0,1,6,1,3,-98,1,0,0,1,0,0,6,1,2,1,1,4,1,1,2,3,0,2,1,1,2,2,2,9,4,4,2,7,0,0,-1,1,1,1,1,3,2,538.46,1500
NS20117F,13200,23,2,1,2,1,1,2,1,4,1,2,0,1,1,0,0,2,0,2,1,1,2,2,1,1,3,0,1,2,2,1,-91,-91,1,4,4,2,12,0,0,-1,1,1,1,1,2,1,538.8,1500
NS18717Z,2808,38,2,1,2,0,1,2,1,9,1,2,-94,-94,-94,-94,0,2,0,2,1,1,3,2,-1,1,3,2,2,1,2,1,-91,-91,1,4,4,2,13,-1,11,-1,1,1,1,2,4,1,565.82,1500
NS26031K,-91,40,9,1,1,0,1,4,2,5,-98,3,0,0,1,0,0,5,1,6,1,1,3,2,1,1,3,1,2,1,1,1,-91,-91,1,4,4,2,18,1,1,-1,2,1,1,1,2,1,573.08,1500
NS10780N,36000,33,1,1,2,1,1,2,1,5,1,1,0,0,2,0,0,2,0,2,1,1,1,2,2,1,3,0,2,1,1,2,2,2,9,4,4,2,13,1,1,-1,1,1,1,1,4,2,576.92,1500
NS18188Z,5205.2,27,2,1,1,1,1,2,1,6,1,2,0,0,2,0,0,2,0,1,1,1,3,2,1,1,3,3,2,3,2,2,2,2,9,4,4,2,18,-1,2,-1,1,1,1,2,4,2,576.92,1500
NS18266K,-1,38,1,1,2,0,1,1,1,15,1,1,0,0,1,0,0,2,0,-99,1,2,1,2,2,1,3,0,1,2,1,2,2,2,9,4,4,2,12,0,1,-1,1,1,1,1,4,1,576.92,1500
NS23096W,-1,37,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,2,0,1,1,1,3,2,-92,2,3,0,2,1,2,1,-91,-91,1,4,4,2,15,1,2,-1,1,1,1,2,4,2,577.37,1500
NS14662G,26400,25,1,1,2,0,1,1,1,4,3,1,0,0,1,1,0,2,0,1,1,3,1,2,1,1,3,0,2,1,1,2,1,1,9,4,4,2,18,1,1,-1,1,1,1,1,2,2,578.75,1500
NS23193V,-1,42,1,1,2,1,1,2,1,2,-98,1,0,1,1,0,1,4,1,2,1,1,5,2,1,1,3,0,2,1,2,1,-91,-91,9,4,4,2,17,-1,0,-1,1,1,1,2,2,2,579.68,1500
NS16545K,5668,42,2,1,2,1,1,2,1,6,1,2,0,0,2,0,0,2,0,1,1,1,5,2,2,2,3,1,2,2,2,1,-91,-91,1,4,4,2,18,1,1,-1,1,1,1,1,4,2,581.1,1500
NS16580H,3588,25,2,1,2,0,1,2,1,20,1,2,0,0,1,1,0,2,0,5,1,3,-91,2,2,2,3,2,2,1,1,2,1,1,9,4,4,2,6,-1,0,-1,1,1,1,1,7,2,614.32,1500
NS14642S,24000,39,1,1,2,0,1,2,1,9,1,1,0,0,2,0,0,2,0,2,1,2,2,2,1,2,3,0,2,1,1,1,-91,-91,1,4,4,2,12,1,0,-1,1,1,1,2,2,1,623.56,1500
NS24833N,-92,31,3,1,2,1,1,2,1,3,1,1,0,1,1,0,0,2,0,1,1,1,2,-92,1,1,3,6,2,3,2,1,-91,-91,1,4,4,2,15,1,0,-1,1,1,1,1,4,1,632.79,1500
NS17047X,-91,42,10,1,2,1,1,4,2,8,1,3,1,0,1,0,0,2,0,7,1,2,2,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,11,-1,2,-1,2,1,1,2,2,2,634.62,1500
NS23214R,-91,33,10,1,1,0,1,1,1,6,1,3,0,0,2,0,0,2,0,1,1,2,3,2,1,2,3,0,2,1,2,1,-91,-91,1,4,4,2,17,1,0,-1,1,1,1,1,5,2,634.62,1500
NS24375H,-92,42,2,1,2,2,1,2,1,4,1,2,0,2,1,0,0,2,0,1,1,4,0,2,-1,1,2,3,2,3,2,1,-91,-91,1,4,4,2,10,-1,10,-1,2,1,1,1,4,1,645.96,1500
NS19342P,-92,40,2,1,2,1,1,2,1,2,1,2,0,1,1,1,0,2,0,-94,1,1,5,2,2,1,3,1,2,2,2,1,-91,-91,1,4,4,2,17,1,0,-1,1,1,1,1,2,2,653.85,1500
NS13813T,-91,25,10,1,2,3,1,8,1,2,3,3,1,2,1,0,0,2,0,2,1,3,3,2,1,1,3,0,2,1,1,2,2,2,9,4,4,2,16,-1,0,-1,2,1,1,1,5,1,669.75,1500
NS13044L,-92,35,2,1,2,0,1,2,1,4,1,2,0,0,1,1,0,2,0,3,1,2,2,2,1,2,3,7,2,2,1,1,-91,-91,1,4,4,2,11,-1,0,-1,1,1,1,1,2,1,673.08,1500
NS19209R,7020,32,2,1,2,1,1,2,1,6,1,2,0,0,2,1,0,2,0,1,1,1,4,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,16,1,0,-1,1,1,1,1,4,1,681.29,1500
NS21744V,8892,38,1,1,2,0,1,2,1,20,-99,1,0,0,1,0,0,3,0,-99,1,1,1,2,1,1,3,1,2,2,2,1,-91,-91,1,4,4,2,15,0,2,-1,1,1,1,1,4,2,682.69,1500
NS11357Z,32500,38,1,1,2,0,1,7,1,2,1,1,0,0,1,0,0,1,0,3,1,1,5,2,1,1,3,0,2,1,1,1,-91,-91,1,4,4,1,13,0,0,0,1,1,1,1,2,1,712.01,1500
NS22320N,28800,25,1,1,1,0,1,2,1,14,1,1,0,0,1,0,0,2,0,2,1,1,1,2,1,1,2,0,1,2,1,2,2,2,9,4,4,2,12,-1,2,-1,2,1,1,1,4,1,730.77,1500
NS23287G,11500,32,1,1,2,2,1,2,1,7,1,1,0,0,3,0,0,2,0,2,8,-1,2,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,0,0,-1,1,1,1,1,2,1,769.13,1500
NS19313G,5140.2,40,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,2,1,1,5,2,2,1,3,5,2,3,2,1,-91,-91,1,4,4,2,10,1,3,-1,1,2,1,2,2,2,769.23,1500
NS18798G,5480.8,41,2,1,2,-995,1,2,1,15,1,2,0,1,2,1,0,2,0,-99,1,1,2,2,1,2,-94,0,2,2,1,1,-91,-91,1,4,4,2,14,1,0,-1,1,1,1,2,2,2,1000,1500
NS21751L,13800,41,1,1,2,0,1,2,1,4,1,1,0,0,1,0,0,2,0,4,1,2,3,2,1,-92,3,1,2,2,2,1,-91,-91,1,4,4,2,18,1,0,-1,2,1,1,1,2,1,1211.54,1500
NS12933P,-1,38,1,1,1,1,1,2,1,14,1,2,0,1,1,0,0,2,0,1,1,1,3,2,1,2,3,1,2,1,2,1,-91,-91,1,4,4,2,18,0,0,-1,2,1,1,1,4,2,1250,1500
NS24984P,20311,42,1,1,2,1,1,6,1,2,-98,1,0,1,1,0,0,5,1,2,1,1,3,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,17,1,0,-1,1,1,1,1,4,2,1346.15,1500
NS22589V,18740.8,35,1,1,2,1,1,2,1,6,1,2,0,0,2,0,0,2,0,7,1,1,1,1,1,1,3,8,2,3,1,2,2,2,9,4,4,2,20,-1,2,-1,1,1,1,1,2,2,519.63,1503
NS20559V,4801.68,37,2,1,1,0,1,1,1,16,-98,2,0,0,1,0,0,5,1,-99,1,3,2,2,2,2,3,2,2,3,2,2,2,2,9,4,4,2,13,-1,4,0,1,9,2,2,4,2,-1,1504
NS20573C,-91,38,10,1,2,1,1,2,1,15,1,3,0,0,2,0,0,2,0,4,1,2,3,2,1,1,3,4,2,3,1,2,2,2,9,4,4,2,13,1,5,2,1,1,1,2,4,1,251.96,1508
NS21928P,-1,40,2,1,1,0,1,2,1,9,1,2,0,0,1,1,0,2,0,2,1,3,3,2,1,1,3,2,2,3,1,2,1,2,6,2,4,2,15,1,0,-1,2,1,1,2,2,1,232.98,1514
NS17344A,-1,31,2,1,2,1,1,2,1,7,1,2,0,0,2,0,0,2,0,7,1,3,2,2,2,2,3,0,2,1,1,2,1,2,4,4,2,2,14,-1,0,1,2,9,2,2,4,3,-1,1520
NS14097H,2400,40,2,1,2,0,1,2,1,15,1,2,0,0,1,1,0,2,0,4,1,2,2,2,1,2,2,0,2,1,1,2,1,1,9,4,4,2,13,0,0,-1,1,1,1,1,2,1,865.38,1523
NS25225D,38000,20,1,1,2,0,1,6,1,5,1,2,0,0,2,1,0,2,0,3,1,3,3,1,1,1,3,-92,2,-92,1,2,2,2,9,4,4,2,10,-1,1,1,2,1,1,2,4,3,538.46,1540
NS18385A,16000,43,1,1,2,0,1,2,1,8,1,1,0,0,1,0,0,3,0,1,1,2,2,2,1,2,3,0,1,1,1,2,1,2,9,4,4,2,8,0,4,-1,2,1,1,2,2,3,567.67,1541
NS20883D,11232,30,1,1,2,1,1,2,1,8,1,1,0,0,2,0,0,2,0,1,1,1,3,1,1,1,3,5,2,3,1,2,2,2,9,4,4,2,14,-1,4,3,2,1,1,2,4,1,615.38,1547
NS12961W,39600,32,1,1,2,1,1,2,1,1,1,1,0,0,2,0,0,2,0,1,1,1,4,2,1,1,3,6,2,4,1,1,-91,-91,1,4,4,2,11,1,0,-1,1,1,1,2,4,1,500.23,1550
NS21696S,7454.72,27,2,1,2,1,1,2,1,16,1,2,0,1,1,0,0,2,0,7,1,3,5,2,-1,1,3,6,2,4,1,2,2,2,9,4,4,2,3,0,6,-1,1,1,1,2,4,2,575.52,1550
NS13459V,13260,31,1,1,1,1,1,2,1,7,-98,1,0,0,2,0,0,5,1,6,1,2,3,2,1,2,3,2,2,3,2,1,-91,-91,1,4,4,2,13,1,0,0,2,1,1,2,2,2,168.59,1555
NS12546D,2340,33,4,1,2,2,1,2,1,15,1,2,0,2,1,0,0,2,0,4,1,2,3,2,2,1,3,0,2,2,1,1,-91,-91,1,4,4,2,10,1,4,-1,2,1,1,2,2,1,50,1556
NS14340J,27600,39,1,1,2,0,1,2,1,14,1,2,0,0,1,1,0,2,0,2,1,3,5,2,2,1,3,0,2,2,1,1,-91,-91,1,4,4,2,11,1,0,-1,1,1,1,2,2,2,493.75,1567
NS14365D,-91,24,8,1,1,1,1,2,1,15,3,2,0,1,1,0,0,2,0,6,1,1,1,2,2,1,3,3,2,2,1,2,1,2,9,4,4,2,13,1,5,-1,1,1,1,1,2,2,500,1570
NS22550B,-92,22,3,1,2,1,1,2,1,2,1,2,0,1,1,0,0,2,0,4,1,1,2,1,1,1,3,3,2,3,2,2,2,2,9,4,4,2,14,1,0,-1,1,1,1,2,4,2,577.37,1585
NS18566R,72820.8,28,3,1,2,2,1,2,1,7,1,3,0,2,1,1,0,2,0,3,1,2,5,2,1,2,3,11,-1,4,1,2,2,2,9,4,4,2,14,-1,0,-1,2,3,1,2,4,1,-1,1600
NS19806B,52692,21,1,1,1,0,1,2,1,5,1,1,0,0,1,0,1,2,0,2,1,2,2,1,1,1,2,3,2,3,1,1,-91,-91,1,4,4,2,12,1,7,-1,1,5,2,2,3,2,-1,1600
NS21732Y,20400,25,1,1,2,1,1,2,1,4,1,1,0,1,1,0,0,2,0,5,1,3,4,-1,1,2,3,11,2,4,2,1,-91,-91,1,4,4,2,9,1,4,-1,1,2,1,2,4,2,-1,1600
NS15058B,10800,38,2,1,2,2,1,2,1,2,1,2,0,1,2,0,0,2,0,1,1,1,4,2,1,1,3,9,1,4,2,1,-91,-91,9,4,4,2,13,-1,0,1,2,9,2,2,2,1,-1,1600
NS12413P,10200,39,1,1,2,3,1,5,1,20,1,3,0,2,2,0,0,2,0,8,2,2,5,2,2,2,3,3,1,4,2,2,1,2,3,4,1,2,16,-1,6,-1,2,1,1,2,3,2,-1,1600
NS16424S,-1,36,1,1,2,1,1,2,1,2,1,1,0,0,2,1,0,2,0,1,1,2,3,2,2,2,3,0,2,1,1,1,-91,-91,1,4,4,2,18,1,0,-1,1,2,1,1,4,1,-1,1600
NS14516L,-91,32,10,1,2,0,1,4,1,5,3,3,0,0,1,0,0,3,0,3,1,-1,1,2,2,2,3,0,2,1,1,2,2,2,9,4,4,2,10,-1,0,-1,2,2,1,1,2,1,-1,1600
NS11293W,-91,36,10,2,2,1,1,4,1,20,3,3,0,0,2,1,0,2,0,8,5,2,5,-1,2,2,3,0,-1,2,-92,2,1,2,3,4,1,2,9,-1,3,5,2,9,2,2,4,3,-1,1600
NS17863Z,-91,19,5,1,2,0,1,4,1,4,1,3,0,0,1,1,0,2,0,7,1,3,-91,1,1,1,3,11,2,4,1,2,2,2,9,4,4,2,7,0,8,2,1,9,2,2,2,2,-1,1600
NS23308D,15142.4,33,2,1,1,0,1,2,1,5,1,2,0,0,1,1,0,2,0,1,1,2,3,2,1,1,3,4,2,2,2,1,-91,-91,1,4,4,2,11,1,1,0,2,1,1,2,7,1,50.81,1600
NS15097D,1456,22,2,1,2,0,1,2,1,15,1,2,0,0,1,0,0,2,0,7,1,2,2,2,1,2,3,1,2,2,1,2,2,2,9,4,4,2,8,-1,10,-1,1,1,1,2,4,3,71.59,1600
NS20899E,16200,47,1,1,2,0,1,2,1,15,-98,1,0,0,1,0,0,4,1,3,1,1,5,2,2,1,3,0,2,1,1,2,1,2,7,4,4,2,10,-1,9,0,1,1,1,2,4,3,120.09,1600
NS19394P,9000,33,1,1,2,0,1,2,1,7,1,1,0,0,1,0,0,2,0,2,1,2,3,2,-1,1,3,0,2,1,1,2,2,2,9,4,4,2,7,0,1,1,1,1,1,2,4,2,138.57,1600
NS24541Z,-92,-96,2,1,2,3,1,4,1,14,1,2,0,3,2,0,0,2,0,5,1,4,3,-96,-96,-96,3,3,2,3,1,2,2,2,9,4,4,2,9,-1,0,3,2,9,2,2,2,2,186.84,1600
NS20329G,-1,31,1,1,2,0,1,2,1,6,1,1,0,0,2,0,0,2,0,2,1,2,2,2,1,1,3,0,2,-1,1,2,2,2,9,4,4,2,10,-1,0,1,1,1,1,2,2,2,189.38,1600
NS15192A,-91,35,10,1,2,0,1,5,1,7,-98,3,0,0,1,0,0,1,1,2,2,1,4,2,1,2,3,4,2,4,2,2,2,2,9,4,4,2,11,1,11,-1,1,1,1,2,4,4,207.85,1600
NS16383G,14820,37,1,1,2,0,1,5,1,15,-98,1,0,0,1,0,0,1,1,5,1,3,2,2,1,2,3,0,2,2,1,2,2,2,9,4,4,2,12,0,5,0,1,1,1,2,4,2,211.54,1600
NS15294E,7644,45,1,2,2,0,1,6,1,20,1,1,0,1,1,0,0,2,0,-99,1,3,3,2,1,1,2,10,2,4,1,2,2,2,9,4,4,2,12,0,1,0,2,1,1,2,2,1,230.95,1600
NS17041Q,12168,33,1,1,2,1,-999,-999,-91,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1,4,1,2,1,2,3,0,2,1,1,2,2,2,9,4,4,2,16,0,0,-1,1,1,1,1,2,2,265.59,1600
NS16720V,23000,28,1,1,2,4,1,2,1,3,1,1,0,4,1,0,0,2,0,2,1,-1,3,1,-1,2,3,3,2,3,1,1,-91,-91,1,4,4,2,14,1,2,2,2,1,1,1,4,2,292.61,1600
NS16028N,-999,30,4,1,2,2,1,1,1,2,2,2,0,1,2,0,0,2,0,1,2,1,2,1,1,1,3,7,2,3,1,2,2,2,9,4,4,2,17,1,6,-1,1,1,1,2,4,2,295.84,1600
NS15525A,33600,35,1,1,2,0,1,2,1,2,-98,1,0,0,1,1,0,5,1,-99,1,2,3,2,1,1,2,3,2,2,2,2,2,2,9,4,4,2,15,1,11,-1,1,1,1,1,4,3,345,1600
NS16786T,-1,43,1,1,1,1,1,1,1,15,1,1,0,1,1,0,0,2,0,5,1,2,1,2,2,1,3,7,2,3,1,2,2,2,9,4,4,2,16,-1,0,-1,1,1,1,1,1,1,346.15,1600
NS11348F,29400,33,1,1,1,-99,1,2,1,-99,1,1,0,0,1,1,0,2,0,2,1,1,3,2,1,1,-99,0,2,1,1,1,-91,-91,1,4,4,2,18,0,0,-1,1,1,1,2,2,2,364.43,1600
NS10655H,-1,41,1,1,2,1,1,2,1,20,1,1,0,1,1,0,0,2,0,6,1,2,2,2,2,1,3,6,2,3,1,1,-91,-91,1,4,4,2,8,0,4,-1,1,1,1,2,4,4,365.37,1600
NS10984X,21240,39,1,1,2,2,1,2,1,20,1,2,0,2,1,0,0,2,0,1,3,1,5,2,2,1,3,0,1,1,2,1,-91,-91,1,4,4,2,19,-1,0,-1,2,1,1,1,5,1,369.52,1600
NS15521W,5200,40,2,1,2,1,1,2,1,16,1,2,0,1,1,1,0,2,0,1,1,2,3,2,2,1,3,0,2,2,2,1,-91,-91,1,4,4,2,14,1,0,-1,1,1,1,2,4,2,373.67,1600
NS12749L,3276,42,2,1,2,2,1,5,1,13,1,2,0,2,1,0,0,2,0,7,1,1,4,2,1,1,3,8,2,4,2,2,2,2,9,4,4,2,15,-1,2,-1,1,1,1,2,7,2,375,1600
